,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label
2980,Pencemaran nama baik lokasi kejadian telah diamankan. ,2024-04-26 16:50:14,509,578,122,50,cemar nama lokasi jadi aman,2
2981,Perjudian barang bukti ditemukan. ,2024-02-09 14:17:13,8570,2223,109,65,judi barang bukti temu,1
2982,Sosial memberikan hiburan. ,2024-05-11 13:26:31,7761,3788,360,297,sosial hibur,1
2983,Begal kejadian ini menggemparkan warga. ,2024-07-21 07:46:05,9125,623,123,18,begal jadi gempar warga,0
2984,Teater memiliki potensi besar. ,2024-02-03 08:34:16,1451,1731,156,150,teater milik potensi,2
2985,Narkoba barang bukti ditemukan. ,2024-05-24 11:58:01,5953,3314,381,37,narkoba barang bukti temu,1
2986,Perjudian masih dalam penyelidikan. ,2024-01-05 19:09:37,9750,921,25,25,judi lidi,1
2987,Kesenian mempererat hubungan sosial. ,2024-06-20 15:37:11,5339,4660,24,125,seni erat hubung sosial,1
2988,Penyerangan korban diminta melapor. ,2024-07-27 01:12:37,2380,4016,458,84,serang korban lapor,0
2989,Rekreasi acara tersebut sukses besar. ,2024-01-18 05:54:37,1197,144,390,285,rekreasi acara sukses,2
2990,Pemalsuan tersangka melawan saat ditangkap. ,2024-04-27 20:18:18,8815,4134,199,80,palsu sangka lawan tangkap,0
2991,Pelestarian mengundang banyak pengunjung. ,2024-04-13 23:09:15,267,237,96,1,lestari undang unjung,2
2992,Pembunuhan pelaku berhasil melarikan diri. ,2024-05-26 06:23:34,784,1156,317,57,bunuh laku hasil lari,0
2993,Tari acara tersebut sukses besar. ,2024-06-02 06:23:24,8299,1399,360,197,tari acara sukses,2
2994,Perjudian kasus ini menarik perhatian publik. ,2024-01-16 17:30:22,3623,3776,437,284,judi tarik perhati publik,1
2995,Penghargaan menjadi daya tarik utama. ,2024-03-24 16:30:41,8372,1573,296,184,harga daya tarik utama,2
2996,Hubungan internasional mendapat respon positif. ,2024-07-29 05:18:06,4777,4352,480,277,hubung internasional respon positif,2
2997,Pencemaran nama baik pelaku berhasil melarikan diri. ,2024-02-08 13:16:15,5649,4459,398,264,cemar nama laku hasil lari,0
2998,Kebun raya menjunjung tinggi nilai budaya. ,2024-01-25 07:16:39,6849,2065,42,125,kebun raya junjung nilai budaya,2
2999,Penyerangan kasus ini menarik perhatian publik. ,2024-03-30 00:45:46,7491,3069,490,145,serang tarik perhati publik,1
3000,Cyberbullying kasus meningkat selama pandemi. ,2024-06-08 05:38:50,6768,4293,157,103,cyberbullying tingkat pandemi,1
3001,Olimpiade memberikan hiburan. ,2024-03-24 12:48:41,5822,3666,400,1,olimpiade hibur,1
3002,Penyelundupan motif masih belum diketahui. ,2024-01-27 01:41:44,7848,1392,427,49,selundup motif,0
3003,Kesejahteraan menarik wisatawan mancanegara. ,2024-05-31 06:43:32,1253,2872,496,281,sejahtera tarik wisatawan mancanegara,2
3004,Penggelapan ada saksi yang melihat kejadian. ,2024-02-04 05:05:17,3256,3880,208,105,gelap saksi jadi,0
3005,Pengembangan karir menjadi trend baru. ,2024-06-23 15:10:05,6913,2415,314,218,kembang karir trend,2
3006,Perdagangan manusia kejadian ini menggemparkan warga. ,2024-02-03 17:13:42,3459,1617,267,278,dagang manusia jadi gempar warga,0
3007,Perampokan berhasil ditangkap. ,2024-02-28 06:30:51,3213,1109,42,89,ampo hasil tangkap,1
3008,Pameran seni menyediakan fasilitas baru. ,2024-07-06 15:12:31,1757,1055,61,67,pamer seni sedia fasilitas,1
3009,Energi terbarukan menjunjung tinggi nilai budaya. ,2024-03-27 07:39:19,4576,886,291,175,energi baru junjung nilai budaya,2
3010,Penculikan lokasi kejadian telah diamankan. ,2024-05-30 11:53:51,6924,4257,343,86,culi lokasi jadi aman,0
3011,Kompetisi menjadi agenda tahunan. ,2024-06-21 18:59:13,4811,3301,85,50,kompetisi agenda tahun,1
3012,Olimpiade dapat dinikmati di Purwokerto. ,2024-04-01 11:40:18,8127,201,126,153,olimpiade nikmat purwokerto,2
3013,Korupsi pelaku berhasil melarikan diri. ,2024-02-09 06:47:11,3721,4548,422,164,korupsi laku hasil lari,0
3014,Terorisme terjadi di Makassar. ,2024-01-13 06:06:38,3725,4754,21,13,terorisme makassar,0
3015,Konser mengalami peningkatan. ,2024-03-20 08:52:39,3656,1240,424,0,konser alami tingkat,2
3016,Ekonomi kreatif menciptakan lapangan kerja baru. ,2024-01-02 17:00:10,2960,4486,378,272,ekonomi kreatif cipta lapang kerja,1
3017,Kekerasan berhasil ditangkap. ,2024-03-21 00:49:40,518,1572,309,166,keras hasil tangkap,0
3018,Karnaval mengundang banyak pengunjung. ,2024-07-16 10:27:00,1657,4240,351,104,karnaval undang unjung,1
3019,Pembunuhan terjadi di Jakarta. ,2024-02-03 11:44:01,8377,2905,25,235,bunuh jakarta,0
3020,Pencurian tersangka melawan saat ditangkap. ,2024-05-09 04:28:17,3369,4911,105,105,curi sangka lawan tangkap,0
3021,Pembakaran penyidikan dilakukan secara intensif. ,2024-01-24 13:04:43,6915,4565,3,179,bakar sidi intensif,1
3022,Antropologi menjadi ikon baru. ,2024-04-23 10:11:53,8541,2531,476,268,antropologi ikon,2
3023,Penerbitan memperkenalkan teknologi baru. ,2024-07-06 19:33:45,3297,3137,455,156,terbit kenal teknologi,1
3024,Pelecehan kejadian ini menggemparkan warga. ,2024-07-14 09:07:27,9248,1870,472,114,leceh jadi gempar warga,0
3025,Penghargaan mendapat respon positif. ,2024-02-04 22:40:53,8902,1186,290,49,harga respon positif,2
3026,Baturaden meningkatkan keterampilan. ,2024-02-09 13:18:52,7321,552,13,3,baturaden tingkat terampil,2
3027,Seni kontemporer menjadi daya tarik utama. ,2024-02-27 10:40:47,810,3109,303,252,seni kontemporer daya tarik utama,2
3028,Pemerasan kasus ini menarik perhatian publik. ,2024-02-13 21:09:26,8358,3176,374,141,peras tarik perhati publik,1
3029,Program sosial mendukung pembangunan berkelanjutan. ,2024-07-29 05:29:48,8948,4809,299,176,program sosial dukung bangun lanjut,1
3030,Penipuan online masih dalam penyelidikan. ,2024-05-04 15:42:20,1660,4746,206,38,tipu online lidi,1
3031,Kekerasan terjadi di Palembang. ,2024-06-27 16:21:34,220,2791,211,82,keras palembang,2
3032,Begal kasus meningkat selama pandemi. ,2024-04-02 11:04:29,6378,3101,127,76,begal tingkat pandemi,0
3033,Penyelundupan warga diminta waspada. ,2024-04-26 05:55:30,3876,808,19,224,selundup warga waspada,0
3034,Turnamen acara tersebut sukses besar. ,2024-06-14 09:37:35,5983,252,418,225,turnamen acara sukses,2
3035,Pelayanan masyarakat berdampak positif bagi masyarakat. ,2024-02-20 19:53:55,9592,1963,62,90,layan masyarakat dampak positif masyarakat,2
3036,Begal tersangka akan segera diadili. ,2024-03-13 16:26:43,4216,428,140,148,begal sangka adil,2
3037,Pemalsuan tersangka akan segera diadili. ,2024-04-04 07:36:07,1970,1215,34,249,palsu sangka adil,0
3038,Film mendukung pembangunan berkelanjutan. ,2024-04-03 09:35:45,3523,783,140,8,film dukung bangun lanjut,1
3039,Wisata alam menjadi daya tarik utama. ,2024-04-24 19:59:06,4782,1405,110,138,wisata alam daya tarik utama,2
3040,Penyerangan terjadi di Jakarta. ,2024-01-15 14:19:05,5556,1395,141,225,serang jakarta,1
3041,Jurnalistik dapat dinikmati di Purwokerto. ,2024-03-23 14:38:14,5128,2686,199,256,jurnalistik nikmat purwokerto,2
3042,Volunteer diselenggarakan dengan sangat baik. ,2024-01-11 13:08:17,1829,4745,435,191,volunteer selenggara,1
3043,Kemitraan mengalami peningkatan. ,2024-05-21 21:52:48,9511,4956,7,228,mitra alami tingkat,2
3044,Terorisme barang bukti ditemukan. ,2024-06-11 11:27:13,8898,1910,439,214,terorisme barang bukti temu,1
3045,Pariwisata diselenggarakan dengan sangat baik. ,2024-01-03 03:36:56,7551,4133,302,19,pariwisata selenggara,1
3046,Program sosial menjadi trend baru. ,2024-05-31 00:58:29,9523,3831,299,212,program sosial trend,2
3047,Infrastruktur memupuk rasa kebersamaan. ,2024-07-06 08:17:59,9191,1845,262,44,infrastruktur pupuk sama,1
3048,Pemalsuan terjadi di Makassar. ,2024-04-27 06:06:50,3412,1742,199,276,palsu makassar,0
3049,Film mendongkrak perekonomian daerah. ,2024-02-19 03:12:27,8532,1926,138,0,film dongkrak ekonomi daerah,1
3050,Pemerasan polisi masih memburu pelaku. ,2024-04-03 01:53:06,8158,1127,146,19,peras polisi buru laku,0
3051,Pencemaran nama baik tersangka mengaku bersalah. ,2024-06-28 16:24:16,3854,3700,395,194,cemar nama sangka aku salah,0
3052,Wisata sejarah program ini sangat inovatif. ,2024-04-13 00:49:49,4958,3521,483,115,wisata sejarah program inovatif,2
3053,Korupsi kasus meningkat selama pandemi. ,2024-05-21 09:31:38,1481,2575,56,66,korupsi tingkat pandemi,1
3054,Pelecehan berhasil ditangkap. ,2024-06-27 02:05:28,6650,426,308,237,leceh hasil tangkap,0
3055,Penelitian diselenggarakan dengan sangat baik. ,2024-06-06 19:53:26,6358,1603,451,181,teliti selenggara,1
3056,Tari meningkatkan kualitas hidup. ,2024-06-16 01:48:09,4704,3269,390,37,tari tingkat kualitas hidup,2
3057,Penelitian menyediakan ruang kreativitas. ,2024-03-10 19:01:39,6857,3730,268,146,teliti sedia ruang kreativitas,1
3058,Kompetisi meningkatkan keterampilan. ,2024-01-21 21:28:57,1410,3495,198,175,kompetisi tingkat terampil,2
3059,Pembakaran kejadian ini menggemparkan warga. ,2024-02-04 15:49:42,5890,2507,174,223,bakar jadi gempar warga,0
3060,Start-up acara tersebut sukses besar. ,2024-07-02 00:48:45,7040,2071,234,127,startup acara sukses,2
3061,Pameran buku menggali potensi lokal. ,2024-02-22 14:34:08,4972,4653,483,182,pamer buku gali potensi lokal,1
3062,Pembakaran tersangka melawan saat ditangkap. ,2024-05-25 06:08:59,3788,702,285,210,bakar sangka lawan tangkap,0
3063,Penculikan masih dalam penyelidikan. ,2024-03-22 06:46:24,9517,415,248,86,culi lidi,0
3064,Terorisme kejadian ini menggemparkan warga. ,2024-07-05 14:28:46,8379,4940,226,116,terorisme jadi gempar warga,0
3065,Narkoba motif masih belum diketahui. ,2024-03-27 20:58:14,3921,4003,304,223,narkoba motif,0
3066,Pembunuhan warga diminta waspada. ,2024-07-18 03:04:25,2608,2730,426,50,bunuh warga waspada,0
3067,Olah raga mendapat respon positif. ,2024-02-23 20:00:07,7473,1697,14,246,olah raga respon positif,2
3068,Pariwisata mendapat pujian banyak pihak. ,2024-04-03 23:36:54,2244,2520,263,208,pariwisata puji,2
3069,Pencemaran nama baik tersangka mengaku bersalah. ,2024-02-02 16:30:15,6025,4725,109,38,cemar nama sangka aku salah,0
3070,Perjudian polisi masih memburu pelaku. ,2024-06-26 16:46:21,8765,2220,211,110,judi polisi buru laku,0
3071,Kegiatan amal menjadi sorotan media. ,2024-04-05 21:29:34,6706,3597,473,202,giat amal sorot media,1
3072,Pameran seni menjadi ikon baru. ,2024-06-27 02:52:41,5460,3016,55,244,pamer seni ikon,1
3073,Penerbitan mendukung pembangunan berkelanjutan. ,2024-03-13 02:49:16,9830,2959,312,223,terbit dukung bangun lanjut,1
3074,Penipuan online kejadian ini menggemparkan warga. ,2024-01-04 21:41:01,3163,2088,64,208,tipu online jadi gempar warga,0
3075,Terorisme korban diminta melapor. ,2024-07-26 10:24:07,5154,3418,12,255,terorisme korban lapor,0
3076,Pelecehan barang bukti ditemukan. ,2024-04-08 21:12:09,5405,1999,178,154,leceh barang bukti temu,1
3077,Baturaden mengalami peningkatan. ,2024-03-10 19:24:03,5265,4616,331,68,baturaden alami tingkat,1
3078,Perdagangan manusia warga diminta waspada. ,2024-01-09 02:50:10,2916,3499,459,229,dagang manusia warga waspada,0
3079,Lingkungan mendapat dukungan dari pemerintah. ,2024-05-20 00:19:48,5206,1968,481,50,lingkung dukung perintah,2
3080,Kekerasan kasus meningkat selama pandemi. ,2024-05-04 08:10:15,9567,538,43,206,keras tingkat pandemi,0
3081,Wisata alam memiliki potensi besar. ,2024-06-09 08:40:16,5146,1821,197,95,wisata alam milik potensi,2
3082,Pelayanan masyarakat warga antusias menyambut. ,2024-04-14 00:04:26,4018,87,66,105,layan masyarakat warga antusias sambut,2
3083,Cyberbullying terjadi di Purwokerto. ,2024-04-10 13:03:20,4399,421,388,180,cyberbullying purwokerto,1
3084,Arkeologi menggairahkan sektor pariwisata. ,2024-07-27 13:57:58,3655,4505,473,93,arkeologi gairah sektor pariwisata,2
3085,Wisata alam menjadi inspirasi bagi banyak orang. ,2024-05-26 05:25:41,5286,698,2,193,wisata alam inspirasi orang,2
3086,Desain grafis meningkatkan keterampilan. ,2024-02-08 20:06:16,1890,2321,202,247,desain grafis tingkat terampil,2
3087,Kegiatan ekstrakurikuler memperkenalkan teknologi baru. ,2024-07-21 07:13:20,5942,3201,207,148,giat ekstrakurikuler kenal teknologi,1
3088,Musik memperkenalkan teknologi baru. ,2024-07-05 21:26:36,1553,4903,142,260,musik kenal teknologi,1
3089,Pelecehan tersangka mencoba melarikan diri. ,2024-05-31 03:08:18,759,2042,348,154,leceh sangka coba lari,0
3090,Sosial melibatkan banyak peserta. ,2024-05-27 07:04:42,5463,1150,227,19,sosial libat serta,1
3091,Pencurian tersangka akan segera diadili. ,2024-04-13 10:08:53,5578,401,318,268,curi sangka adil,0
3092,Rekreasi menjadi daya tarik utama. ,2024-06-16 01:52:03,7653,1114,4,285,rekreasi daya tarik utama,2
3093,Perampokan tersangka mencoba melarikan diri. ,2024-04-12 03:04:14,701,4516,407,270,ampo sangka coba lari,1
3094,Narkoba tersangka mencoba melarikan diri. ,2024-02-03 13:28:57,760,4222,125,81,narkoba sangka coba lari,0
3095,Kompetisi memperkuat hubungan antarwarga. ,2024-03-11 02:03:51,8990,2400,205,69,kompetisi kuat hubung antarwarga,1
3096,Pemalsuan korban diminta melapor. ,2024-06-30 20:31:25,9662,3544,91,233,palsu korban lapor,0
3097,Jurnalistik memperkenalkan teknologi baru. ,2024-06-12 21:37:01,4223,3690,478,63,jurnalistik kenal teknologi,1
3098,Kesejahteraan hewan acara berjalan lancar. ,2024-06-03 10:57:00,8731,4132,183,1,sejahtera hewan acara jalan lancar,2
3099,Penggelapan terjadi di Jakarta. ,2024-07-23 03:41:45,7394,644,262,100,gelap jakarta,0
3100,Penganiayaan polisi masih memburu pelaku. ,2024-01-15 03:21:45,5770,1060,477,267,aniaya polisi buru laku,0
3101,Desain produk mempererat hubungan sosial. ,2024-06-09 08:41:05,4205,831,368,151,desain produk erat hubung sosial,1
3102,Pelecehan pelaku berhasil melarikan diri. ,2024-01-17 07:37:41,8187,1489,58,218,leceh laku hasil lari,0
3103,Keamanan pangan mendongkrak perekonomian daerah. ,2024-06-05 06:41:01,9191,3387,427,127,aman pangan dongkrak ekonomi daerah,0
3104,Wisata sejarah diselenggarakan dengan sangat baik. ,2024-02-02 16:09:39,4732,4598,244,21,wisata sejarah selenggara,2
3105,Fotografi menarik wisatawan mancanegara. ,2024-01-09 12:05:44,3276,767,300,189,fotografi tarik wisatawan mancanegara,2
3106,Penyelundupan lokasi kejadian telah diamankan. ,2024-03-18 20:06:51,2756,3263,253,264,selundup lokasi jadi aman,2
3107,Perjudian tersangka melawan saat ditangkap. ,2024-03-17 11:12:17,7165,4445,142,106,judi sangka lawan tangkap,0
3108,Pemerasan barang bukti ditemukan. ,2024-07-03 18:12:41,6385,2370,121,229,peras barang bukti temu,1
3109,Kejahatan siber motif masih belum diketahui. ,2024-04-30 02:45:07,3270,1591,216,152,jahat siber motif,0
3110,Kejahatan siber warga diminta waspada. ,2024-03-18 17:58:57,1387,217,30,73,jahat siber warga waspada,0
3111,Penganiayaan korban diminta melapor. ,2024-04-09 12:06:32,6583,1389,28,242,aniaya korban lapor,0
3112,Perumahan mendapat respon positif. ,2024-02-23 06:20:09,465,3270,78,180,rumah respon positif,2
3113,Perampokan kejadian ini menggemparkan warga. ,2024-03-17 07:36:36,5403,3933,45,14,ampo jadi gempar warga,0
3114,Start-up memberikan hiburan. ,2024-05-23 15:50:03,2767,3178,353,291,startup hibur,0
3115,Kebudayaan daerah acara berjalan lancar. ,2024-04-13 02:07:31,9648,4592,129,231,budaya daerah acara jalan lancar,2
3116,Wisata alam menjadi ikon baru. ,2024-02-20 20:41:35,944,3924,410,288,wisata alam ikon,2
3117,Seni kontemporer menggali potensi lokal. ,2024-01-16 11:52:33,8010,4098,184,37,seni kontemporer gali potensi lokal,1
3118,Pembakaran kasus ini menarik perhatian publik. ,2024-02-08 02:46:00,7102,4113,191,190,bakar tarik perhati publik,1
3119,Pelestarian menyediakan fasilitas baru. ,2024-06-25 19:53:22,1936,1085,20,220,lestari sedia fasilitas,2
3120,Begal terjadi di Purwokerto. ,2024-05-07 02:23:15,2138,4921,138,150,begal purwokerto,0
3121,Komunitas acara tersebut sukses besar. ,2024-04-16 16:50:56,8870,3867,221,290,komunitas acara sukses,2
3122,Kesehatan mengalami peningkatan. ,2024-04-10 21:01:07,1283,4477,325,197,sehat alami tingkat,2
3123,Pemerasan lokasi kejadian telah diamankan. ,2024-02-18 12:50:23,7338,4187,19,17,peras lokasi jadi aman,2
3124,Penipuan polisi berjanji mengusut tuntas. ,2024-04-22 07:34:30,6701,305,494,86,tipu polisi janji usut tuntas,0
3125,Ekosistem dapat dinikmati di Bekasi. ,2024-05-27 02:42:53,8349,3350,115,281,ekosistem nikmat bekas,2
3126,Sosial mendukung pembangunan berkelanjutan. ,2024-03-05 14:43:32,2032,4880,249,54,sosial dukung bangun lanjut,1
3127,Penyelundupan polisi berjanji mengusut tuntas. ,2024-05-30 09:32:45,8826,2679,59,258,selundup polisi janji usut tuntas,0
3128,Ekonomi kreatif dapat dinikmati di Purwokerto. ,2024-03-13 02:52:48,5390,2339,69,68,ekonomi kreatif nikmat purwokerto,2
3129,Kejahatan siber tersangka mencoba melarikan diri. ,2024-05-12 09:29:44,8456,3652,404,34,jahat siber sangka coba lari,0
3130,Kesejahteraan menambah wawasan masyarakat. ,2024-02-20 00:48:10,432,2463,481,281,sejahtera tambah wawas masyarakat,2
3131,Kejahatan siber tersangka mencoba melarikan diri. ,2024-06-21 19:08:03,6524,668,150,178,jahat siber sangka coba lari,0
3132,Pelecehan terjadi di Jakarta. ,2024-01-27 14:45:06,9375,2209,175,282,leceh jakarta,1
3133,Kekerasan berhasil ditangkap. ,2024-06-28 23:15:41,1925,3870,431,15,keras hasil tangkap,0
3134,Perampokan warga diminta waspada. ,2024-06-26 12:54:18,6339,3132,414,291,ampo warga waspada,2
3135,Urbanisasi memberikan hiburan. ,2024-05-19 01:04:03,8933,2409,288,202,urbanisasi hibur,0
3136,Penipuan masih dalam penyelidikan. ,2024-02-13 15:45:51,8096,3940,15,41,tipu lidi,0
3137,Korupsi korban diminta melapor. ,2024-07-14 14:49:48,2480,4608,300,294,korupsi korban lapor,0
3138,Literasi mendorong inovasi lokal. ,2024-02-29 15:43:02,7775,3963,91,161,literasi dorong inovasi lokal,1
3139,Pembunuhan kejadian ini menggemparkan warga. ,2024-06-19 12:40:28,5833,3223,435,145,bunuh jadi gempar warga,0
3140,Cyberbullying tersangka mencoba melarikan diri. ,2024-07-28 11:09:47,7765,1547,287,245,cyberbullying sangka coba lari,0
3141,Perlombaan memiliki potensi besar. ,2024-02-26 22:32:30,1430,562,378,107,lomba milik potensi,2
3142,Pencemaran nama baik berhasil ditangkap. ,2024-04-24 02:51:38,2929,3770,383,179,cemar nama hasil tangkap,0
3143,Kompetisi menjunjung tinggi nilai budaya. ,2024-07-11 18:11:59,8029,3912,253,247,kompetisi junjung nilai budaya,2
3144,Teknologi mengundang banyak pengunjung. ,2024-07-28 13:13:46,3172,3837,407,53,teknologi undang unjung,1
3145,Pencurian masih dalam penyelidikan. ,2024-04-29 23:55:37,5573,75,417,282,curi lidi,0
3146,Penyerangan polisi berjanji mengusut tuntas. ,2024-01-25 05:22:51,8402,3217,404,172,serang polisi janji usut tuntas,0
3147,Kesehatan menambah wawasan masyarakat. ,2024-02-27 00:17:39,2234,3264,482,0,sehat tambah wawas masyarakat,2
3148,Komunitas menggali potensi lokal. ,2024-04-30 09:00:23,7445,3241,183,73,komunitas gali potensi lokal,1
3149,Rekreasi menjadi daya tarik utama. ,2024-05-10 19:48:27,7638,796,54,31,rekreasi daya tarik utama,2
3150,Pembobolan tersangka akan segera diadili. ,2024-01-21 05:38:38,9632,457,95,118,bobol sangka adil,0
3151,Penyerangan motif masih belum diketahui. ,2024-05-29 23:50:56,4541,2484,311,98,serang motif,0
3152,Desain produk acara berjalan lancar. ,2024-05-03 14:24:11,3601,80,192,254,desain produk acara jalan lancar,2
3153,Narkoba penyidikan dilakukan secara intensif. ,2024-02-16 04:32:10,1735,902,357,250,narkoba sidi intensif,1
3154,Pencurian tersangka mengaku bersalah. ,2024-02-15 10:44:19,1002,115,443,23,curi sangka aku salah,0
3155,Infrastruktur mendapat pujian banyak pihak. ,2024-01-01 06:09:25,7257,4550,131,176,infrastruktur puji,2
3156,Penyelundupan ada saksi yang melihat kejadian. ,2024-07-06 15:44:02,6524,2291,169,42,selundup saksi jadi,1
3157,Pencurian kejadian ini menggemparkan warga. ,2024-05-22 00:28:17,9882,111,355,51,curi jadi gempar warga,0
3158,Pencemaran nama baik polisi masih memburu pelaku. ,2024-02-08 10:31:42,8420,1482,105,227,cemar nama polisi buru laku,0
3159,Desain grafis menjadi ikon baru. ,2024-02-14 23:45:10,3800,2881,7,274,desain grafis ikon,1
3160,Kuliner memberikan hiburan. ,2024-02-29 01:58:21,6932,4927,434,287,kuliner hibur,2
3161,Perampokan kejadian ini menggemparkan warga. ,2024-02-12 20:02:15,1712,499,463,14,ampo jadi gempar warga,0
3162,Pemerasan korban diminta melapor. ,2024-01-22 04:10:27,8316,3274,366,178,peras korban lapor,1
3163,Pembobolan tersangka mengaku bersalah. ,2024-05-17 20:12:05,5864,3017,442,156,bobol sangka aku salah,0
3164,Transportasi umum meningkatkan kualitas hidup. ,2024-02-02 21:35:23,7278,4216,209,271,transportasi tingkat kualitas hidup,2
3165,Perdagangan manusia korban diminta melapor. ,2024-01-01 10:26:46,7071,2430,406,270,dagang manusia korban lapor,0
3166,Perdagangan manusia ada saksi yang melihat kejadian. ,2024-05-19 08:50:57,5518,1452,496,66,dagang manusia saksi jadi,0
3167,Perdagangan manusia kasus meningkat selama pandemi. ,2024-03-27 01:04:54,6241,2237,221,101,dagang manusia tingkat pandemi,1
3168,Wisata telah mencapai kesepakatan. ,2024-07-18 17:19:44,171,3958,258,106,wisata capai sepakat,2
3169,Arkeologi menarik perhatian publik. ,2024-01-05 18:47:46,5123,3819,353,38,arkeologi tarik perhati publik,1
3170,Pemerasan terjadi di Jakarta. ,2024-06-26 14:33:16,6081,2483,134,111,peras jakarta,1
3171,Perjudian kejadian ini menggemparkan warga. ,2024-03-25 11:21:05,9918,4762,196,37,judi jadi gempar warga,0
3172,Kesenian mengundang banyak pengunjung. ,2024-03-29 14:36:26,8745,3293,320,185,seni undang unjung,2
3173,Kekerasan tersangka melawan saat ditangkap. ,2024-06-13 20:28:07,7631,3148,358,258,keras sangka lawan tangkap,0
3174,Penipuan online ada saksi yang melihat kejadian. ,2024-07-15 07:34:39,1736,3778,480,118,tipu online saksi jadi,0
3175,Perdagangan manusia masih dalam penyelidikan. ,2024-05-10 03:59:13,5809,4684,487,298,dagang manusia lidi,0
3176,Narkoba barang bukti ditemukan. ,2024-06-30 21:27:01,5572,3228,332,155,narkoba barang bukti temu,1
3177,Kebudayaan daerah meraih penghargaan internasional. ,2024-06-10 04:24:04,7303,4021,439,204,budaya daerah raih harga internasional,2
3178,Penyerangan kasus ini menarik perhatian publik. ,2024-03-22 15:39:14,8578,2056,29,286,serang tarik perhati publik,1
3179,Kegiatan amal menyediakan fasilitas baru. ,2024-01-29 20:02:30,6584,3356,238,79,giat amal sedia fasilitas,1
3180,Energi terbarukan menambah wawasan masyarakat. ,2024-01-26 01:41:48,5054,98,23,218,energi baru tambah wawas masyarakat,2
3181,Pembakaran tersangka mengaku bersalah. ,2024-02-08 20:38:30,4063,4897,418,241,bakar sangka aku salah,0
3182,Perlombaan program ini sangat inovatif. ,2024-05-04 10:06:48,461,3413,326,44,lomba program inovatif,2
3183,Penyelundupan masih dalam penyelidikan. ,2024-02-10 13:20:36,4563,3548,38,182,selundup lidi,1
3184,Desain grafis menjadi agenda tahunan. ,2024-02-07 20:39:03,7119,531,70,92,desain grafis agenda tahun,1
3185,Kuliner mendapat dukungan dari pemerintah. ,2024-04-16 10:11:23,6234,66,472,62,kuliner dukung perintah,2
3186,Penculikan penyidikan dilakukan secara intensif. ,2024-03-01 02:49:31,325,4989,38,8,culi sidi intensif,1
3187,Korupsi terjadi di Makassar. ,2024-04-04 13:07:11,290,4924,240,39,korupsi makassar,0
3188,Kesehatan diselenggarakan dengan sangat baik. ,2024-02-09 17:18:20,8984,4862,318,94,sehat selenggara,1
3189,Pemalsuan warga diminta waspada. ,2024-06-10 10:29:45,3937,1773,288,2,palsu warga waspada,0
3190,Pelecehan ada saksi yang melihat kejadian. ,2024-03-24 09:31:07,3352,4170,112,207,leceh saksi jadi,0
3191,Penganiayaan kasus meningkat selama pandemi. ,2024-05-14 04:59:58,6948,954,357,203,aniaya tingkat pandemi,0
3192,Korupsi barang bukti ditemukan. ,2024-04-29 16:14:09,4901,905,277,61,korupsi barang bukti temu,0
3193,Perjudian motif masih belum diketahui. ,2024-02-26 15:32:03,6198,3470,294,133,judi motif,0
3194,Kebudayaan daerah mendapat pujian banyak pihak. ,2024-01-19 01:33:55,6746,2071,237,231,budaya daerah puji,2
3195,Energi terbarukan mendongkrak perekonomian daerah. ,2024-06-06 07:08:00,6199,2544,117,114,energi baru dongkrak ekonomi daerah,1
3196,Penghijauan memecahkan rekor. ,2024-05-28 14:12:04,5764,2876,71,266,hijau pecah rekor,1
3197,Kekerasan berhasil ditangkap. ,2024-06-13 00:49:19,8093,3697,312,88,keras hasil tangkap,0
3198,Literasi program ini sangat inovatif. ,2024-01-25 09:21:14,2443,4356,342,111,literasi program inovatif,2
3199,Lingkungan memecahkan rekor. ,2024-02-17 11:04:47,804,564,495,164,lingkung pecah rekor,1
3200,Bazar meningkatkan keterampilan. ,2024-06-04 15:43:54,9094,4594,14,172,bazar tingkat terampil,2
3201,Pengembangan karir mengundang banyak pengunjung. ,2024-04-13 11:26:19,6185,539,310,48,kembang karir undang unjung,2
3202,Perjudian tersangka mengaku bersalah. ,2024-02-23 01:15:53,1830,2530,28,212,judi sangka aku salah,0
3203,Korupsi ada saksi yang melihat kejadian. ,2024-02-09 17:42:13,8473,439,420,272,korupsi saksi jadi,0
3204,Pemalsuan penyidikan dilakukan secara intensif. ,2024-07-10 00:46:44,4027,4711,263,76,palsu sidi intensif,1
3205,Kekerasan barang bukti ditemukan. ,2024-03-12 18:37:07,4488,3150,428,1,keras barang bukti temu,0
3206,Pembakaran kejadian ini menggemparkan warga. ,2024-01-26 21:30:49,8989,4533,283,222,bakar jadi gempar warga,0
3207,Pengembangan karir mendorong inovasi lokal. ,2024-02-21 14:24:48,9711,2046,475,80,kembang karir dorong inovasi lokal,1
3208,Penipuan online masih dalam penyelidikan. ,2024-01-06 01:19:13,3452,1088,216,134,tipu online lidi,1
3209,Penipuan kejadian ini menggemparkan warga. ,2024-02-21 01:35:13,7633,78,98,239,tipu jadi gempar warga,0
3210,Penghargaan mempererat hubungan sosial. ,2024-07-16 11:34:48,6187,542,452,250,harga erat hubung sosial,1
3211,Cyberbullying tersangka mengaku bersalah. ,2024-06-13 03:04:34,7667,3217,67,109,cyberbullying sangka aku salah,0
3212,Pembakaran korban diminta melapor. ,2024-04-12 07:32:40,1509,3931,48,265,bakar korban lapor,0
